0	0	153.0000061	255
8.57142901	18.42857223	154.7142917	255
17.14285802	36.85714446	156.4285773	255
13.7142868	29.48571481	176.1428618	255
10.28571462	22.11428706	195.8571464	255
6.857143398	14.7428574	215.5714309	255
3.428571699	7.371428702	235.2857155	255
0	0	255	255
0	15.9375	255	255
0	31.875	255	255
0	47.8125	255	255
0	63.75	255	255
0	79.6875	255	255
0	95.625	255	255
0	111.5625	255	255
0	127.5	255	255
12.75000019	137.0625061	255	255
25.50000038	146.624997	255	255
38.25000152	156.187503	255	255
51.00000076	165.7499939	255	255
63.75	175.3125	255	255
76.50000304	184.8750061	255	255
89.24999848	194.437497	255	255
102.0000015	204.000003	255	255
130.0000075	214.2499986	255	255
158.0000058	224.5000094	255	255
186.0000041	234.750005	255	255
214.0000024	245.0000006	255	255
213.4999949	235.7500049	241.249997	255
213.0000025	226.5000093	227.499994	255
212.5000101	217.2499985	213.7500063	255
212.0000026	208.0000028	200.0000033	255
220.6000051	217.3999992	190.6000069	255
229.2000076	226.7999956	181.2000105	255
237.7999949	236.2000072	171.7999989	255
246.3999975	245.6000036	162.4000025	255
255	255	153.0000061	255
255	255	114.7500046	255
255	255	76.50000304	255
255	255	38.25000152	255
255	255	0	255
255	239.0625	0	255
255	223.125	0	255
255	207.1875	0	255
255	191.25	0	255
255	175.3125	0	255
255	159.375	0	255
255	143.4375	0	255
255	127.5	0	255
255	111.5625	0	255
255	95.625	0	255
255	79.6875	0	255
255	63.75	0	255
255	47.8125	0	255
255	31.875	0	255
255	15.9375	0	255
255	0	0	255
228.7714362	0	8.742857762	255
202.5428572	0	17.48571552	255
176.3142782	0	26.22857139	255
150.0857145	0	34.97143105	255
123.8571431	0	43.71428691	255
87.42857382	0	47.35714383	255
51.00000076	0	51.00000076	255
