153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
153	0	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
146.625	6.375	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
106.25	46.75	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
65.875	87.125	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
25.5	127.5	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
26.375	162.25	255	255
